GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS508646111	2019-03-21 14:14:21	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Tallulah River Rd. (Towns Co.)	L5938615	H	34.9551111	-83.5521412	2017-06-04	20:50:00	obsr385077	S37422349	Stationary	P21	EBIRD	20			1	1		0	1	0		dusk		
URN:CornellLabOfOrnithology:EBIRD:OBS512186856	2019-03-20 15:45:23	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2017-06-18	10:48:00	obsr323265	S37669789	Traveling	P22	EBIRD	140	11.265		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS632451920	2018-06-18 21:12:07	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Towns - 276 TV	L794377	P	34.9335083	-83.6807500	2018-06-18	20:55:00	obsr14724	S46648053	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS633722855	2019-03-19 17:20:45	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2018-06-23	06:36:00	obsr345656	S46742667	Traveling	P22	EBIRD	89	4.828		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS633867833	2018-08-06 17:48:52	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Wagon Trail	L7615823	P	34.8710975	-83.8107839	2018-06-22	09:00:00	obsr196189	S46753148	Traveling	P22	EBIRD	60	0.644		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS629474359	2019-05-08 15:53:21	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281		28			(34.9400,-83.8298)	L9030755	P	34.9399960	-83.8298410	2018-06-09	19:37:00	obsr56241	S46430191	Stationary	P21	EBIRD	15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS629950774	2018-06-11 01:17:17	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Bell Mountain	L4606548	H	34.9556177	-83.7299054	2018-06-10	18:20:00	obsr700261	S46464346	Traveling	P22	EBIRD	60	4.828		3	1		0	1	0		Birded sections of Bell Mtn. Seems to be less bird activity compared to time we’ve been up before road was added. Began drizzling and weather was unstable as well though. Warm, 80f, storm moving in. 	Heard singing on way up mtn. Did not hear any near top like we used to before parking lots and road were put in. Possible disruption to habitat and they may not nest up there anymore bc of road and more disturbances by cars and too many people? 	
URN:CornellLabOfOrnithology:EBIRD:OBS633672321	2019-03-19 17:20:45	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2018-06-23	06:26:00	obsr636529	S46739164	Traveling	P22	EBIRD	72	4.828		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS626748898	2018-06-02 11:42:21	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3	S 	C2	S 		United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald--Parking Area (Towns Co.)	L5785617	P	34.8697235	-83.8107397	2018-06-02	09:55:00	obsr158314	S46235596	Traveling	P22	EBIRD	15	0.100		1	1		0	1	0			one seen	
URN:CornellLabOfOrnithology:EBIRD:OBS629757047	2019-05-08 15:53:21	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			(34.9400,-83.8298)	L9030755	P	34.9399960	-83.8298410	2018-06-10	14:53:00	obsr56241	S46450153	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS633380666	2019-03-19 17:20:45	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2018-06-22	06:46:00	obsr345656	S46717534	Traveling	P22	EBIRD	94	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS632575401	2019-03-19 17:20:45	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2018-06-19	06:30:00	obsr345656	S46657489	Traveling	P22	EBIRD	75	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS631230330	2018-06-15 10:10:39	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			1388–1498 Deerfield Rd, Young Harris US-GA (34.9282,-83.8568)	L6517387	P	34.9282470	-83.8567550	2018-06-15	09:59:00	obsr924251	S46561130	Stationary	P21	EBIRD	11			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS626769398	2019-03-19 17:20:45	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2018-06-02	08:58:00	obsr610332	S46236913	Traveling	P22	EBIRD	1	0.869		8	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS626749878	2018-06-02 11:44:53	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1	S 	C2	S 		United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald--Trail to the Top	L4755303	P	34.8717669	-83.8107383	2018-06-02	10:10:00	obsr158314	S46235666	Traveling	P22	EBIRD	4	1.000		1	1		0	1	0			heard only	
URN:CornellLabOfOrnithology:EBIRD:OBS777729061	2019-06-22 12:38:26	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2019-06-22	06:45:00	obsr345656	S57591814	Traveling	P22	EBIRD	95	4.828		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS779830636	2019-06-28 12:22:21	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1	S 	C2	S 		United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald--Trail to the Top	L4755303	P	34.8717669	-83.8107383	2019-06-28	11:10:00	obsr158314	S57758837	Traveling	P22	EBIRD	5	0.200		1	1		0	1	0			heard only	
URN:CornellLabOfOrnithology:EBIRD:OBS775149521	2019-06-15 08:41:30	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald	L9471590	P	34.8706422	-83.8028090	2019-06-14	10:45:00	obsr286396	S57388542	Traveling	P22	EBIRD	120	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS776973550	2019-06-20 06:17:41	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Laurel Mountain Cabins, Hiawassee, GA	L9238463	P	34.9447860	-83.6703660	2019-06-20	06:03:00	obsr186001	S57528218	Stationary	P21	EBIRD	13			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS776073339	2019-06-17 12:39:06	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2019-06-17	07:02:00	obsr345656	S57457338	Traveling	P22	EBIRD	96	5.633		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS947107863	2020-06-23 16:43:00	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-23	14:34:00	obsr56241	S70752384	Stationary	P21	EBIRD	128			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS949181427	2021-03-24 10:13:19.744237	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Young Harris College, Young Harris US-GA 34.93364, -83.84862	L11125891	P	34.9336420	-83.8486170	2020-06-28	07:35:00	obsr56241	S70911440	Traveling	P22	EBIRD	194	5.011		2	1	G5496083	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS938203994	2020-06-05 19:53:02	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-05	19:52:00	obsr56241	S70097070	Stationary	P21	EBIRD	10			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS942101759	2021-03-24 10:13:19.744237	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Young Harris College, Young Harris US-GA 34.93364, -83.84862	L11125891	P	34.9336420	-83.8486170	2020-06-13	10:24:00	obsr56241	S70384284	Traveling	P22	EBIRD	95	3.639		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945560579	2020-06-20 13:10:38	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2020-06-20	07:59:00	obsr229248	S70635951	Traveling	P22	EBIRD	311	32.970		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945708428	2020-06-20 18:18:30	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Chattahoochee-Oconee National Forests, Hiawassee US-GA 34.90855, -83.67119	L11737552	P	34.9085540	-83.6711930	2020-06-20	09:00:00	obsr763552	S70646996	Traveling	P22	EBIRD	115	4.710		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS937547679	2020-06-04 13:34:59	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-04	11:07:00	obsr56241	S70048988	Stationary	P21	EBIRD	146			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS936667844	2020-06-02 18:09:08	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-02	17:20:00	obsr56241	S69985382	Stationary	P21	EBIRD	48			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS942931733	2020-06-14 23:30:27	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			NF-334 (Towns Co.)	L5892770	P	34.9315475	-83.9158675	2020-06-14	18:26:00	obsr160779	S70442641	Traveling	P22	EBIRD	11	0.558		1	1		0	1	0		Second segment of late day 3-segment grouse/raven sweep. Successfully located a grouse on third segment.		
URN:CornellLabOfOrnithology:EBIRD:OBS944754060	2020-06-18 16:58:16	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-18	13:25:00	obsr56241	S70576577	Traveling	P22	EBIRD	200	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS948410332	2020-06-26 17:37:05	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-26	13:40:00	obsr56241	S70853084	Stationary	P21	EBIRD	105			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS936215235	2020-06-01 20:49:48	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Towns - Tate Branch Campground	L11603698	P	34.9533000	-83.5522000	2020-06-01	15:00:00	obsr14724	S69952519	Stationary	P21	EBIRD	15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS936867807	2020-06-03 07:23:44	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-03	06:34:00	obsr56241	S70000337	Stationary	P21	EBIRD	47			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS947488248	2020-06-24 14:39:48	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-24	13:13:00	obsr56241	S70781236	Stationary	P21	EBIRD	85			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS938823098	2020-12-09 08:40:01.220789	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				5					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2020-06-06	16:33:00	obsr323265	S70140574	Traveling	P22	EBIRD	159	16.767		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS949846890	2020-06-29 18:27:36	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-29	17:22:00	obsr56241	S70966650	Stationary	P21	EBIRD	64			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945430005	2020-06-20 09:27:26	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Georgia 180 Spur, Blairsville, Georgia, US (34.87, -83.81)	L11733228	P	34.8698625	-83.8104690	2020-06-20	07:50:00	obsr800435	S70627026	Traveling	P22	EBIRD	96	1.416		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS948841580	2020-06-27 16:11:29	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-27	15:03:00	obsr56241	S70885740	Stationary	P21	EBIRD	67			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS939945892	2021-03-24 10:13:19.744237	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Young Harris College, Young Harris US-GA 34.93364, -83.84862	L11125891	P	34.9336420	-83.8486170	2020-06-08	09:24:00	obsr56241	S70220231	Traveling	P22	EBIRD	98	4.320		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS949235519	2021-03-24 10:13:19.744237	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Young Harris College, Young Harris US-GA 34.93364, -83.84862	L11125891	P	34.9336420	-83.8486170	2020-06-28	07:35:00	obsr924251	S70915609	Traveling	P22	EBIRD	194	5.011		2	1	G5496083	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS941601093	2021-03-24 10:13:19.744237	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Young Harris College, Young Harris US-GA 34.93364, -83.84862	L11125891	P	34.9336420	-83.8486170	2020-06-12	10:04:00	obsr56241	S70347558	Traveling	P22	EBIRD	125	4.837		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS936086926	2020-06-01 16:35:14	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-01	14:51:00	obsr56241	S69942950	Stationary	P21	EBIRD	103			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS950189424	2020-06-30 16:01:17	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-30	14:55:00	obsr56241	S70994003	Stationary	P21	EBIRD	59			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS939042068	2020-06-07 09:49:43	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				5					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2020-06-07	06:57:00	obsr323265	S70156369	Traveling	P22	EBIRD	85	11.641		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945786361	2020-06-21 10:15:51	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				4					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2020-06-20	07:58:00	obsr183681	S70653029	Traveling	P22	EBIRD	287	12.220		2	1		0	1	0		Includes birds seen on Byers Creek Road and Forest Service Road 100		
URN:CornellLabOfOrnithology:EBIRD:OBS938128103	2020-06-05 16:58:17	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			LH	L1180839	P	34.9442066	-83.8286018	2020-06-05	15:33:00	obsr56241	S70091370	Stationary	P21	EBIRD	84			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS936766820	2020-06-02 21:37:37	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Towns - 276 TV	L794377	P	34.9335083	-83.6807500	2020-06-02	20:00:00	obsr14724	S69992676	Stationary	P21	EBIRD	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1185458368	2021-06-19 11:13:06.232812	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L15435666	P	34.8702900	-83.8101280	2021-06-18	09:53:00	obsr924251	S90424673	Traveling	P22	EBIRD	104	1.287		14	1	G6901076	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1189451277	2021-06-25 12:51:33.265747	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2021-06-25	06:43:00	obsr345656	S90758714	Traveling	P22	EBIRD	107	0.402		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1174435484	2021-06-03 08:36:50.985604	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Our tiny house in GA	L15223108	P	34.8851440	-83.7736770	2021-06-03	08:04:00	obsr287892	S89530619	Traveling	P22	EBIRD	31	2.304		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1177727837	2021-06-07 12:33:06.952243	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2021-06-07	11:15:00	obsr538231	S89793502	Traveling	P22	EBIRD_ATL_NC	55	0.853		1	1		0	1	0		62 degrees, fog, 15 mph S wind.		
URN:CornellLabOfOrnithology:EBIRD:OBS1187889228	2021-06-22 22:16:24.439289	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				10					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2021-06-19	10:24:00	obsr186001	S90625826	Traveling	P22	EBIRD	213	20.655		2	1	G6917705	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1177270770	2021-06-21 22:26:50.309974	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				4					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2021-06-06	08:46:00	obsr1516948	S89758975	Traveling	P22	EBIRD	135	4.377		1	1		0	1	0		75 and cloudy at conclusion, dipped on RUGR again.		
URN:CornellLabOfOrnithology:EBIRD:OBS1195666542	2021-07-05 16:19:05.132492	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2021-06-12	07:30:00	obsr737740	S91309134	Traveling	P22	EBIRD	190	4.989		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1180992940	2021-06-15 08:26:21.836238	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2021-06-12	07:09:00	obsr1450873	S90056119	Traveling	P22	EBIRD	334	17.222		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1182151244	2022-02-04 23:58:54.983567	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L878360	H	34.8781155	-83.8087749	2021-06-13	10:22:00	obsr1151165	S90155884	Traveling	P22	EBIRD	180	3.219		2	1	G6882284	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1188149659	2021-07-20 21:43:48.474032	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Chattahoochee-Oconee National Forests, Hiawassee US-GA (34.8750,-83.8084)	L15489743	P	34.8749720	-83.8084360	2021-06-23	10:34:00	obsr235247	S90646283	Traveling	P22	EBIRD_ATL_NC	86	2.549		1	1		0	1	0		Wagon Train trail from trailhead to 0.7 miles in-Highest elevation 4460 feet		
URN:CornellLabOfOrnithology:EBIRD:OBS1181352283	2021-06-12 22:46:19.580058	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281		28			Chattahoochee-Oconee National Forests, Young Harris US-GA 34.95530, -83.88465	L15354707	P	34.9552990	-83.8846460	2021-06-12	13:49:00	obsr1795145	S90089260	Traveling	P22	EBIRD	120	3.879		4	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1185450694	2021-06-19 10:38:24.25046	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Brasstown Bald (Towns Co.)	L15435666	P	34.8702900	-83.8101280	2021-06-18	09:53:00	obsr56241	S90424675	Traveling	P22	EBIRD	103	1.287		14	1	G6901076	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1185163850	2021-06-18 20:49:07.745103	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				1					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Tallulah River Rd. (Towns Co.)	L5938615	H	34.9551111	-83.5521412	2021-06-17	18:09:00	obsr122864	S90402251	Stationary	P21	EBIRD	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1187889190	2021-06-22 22:16:24.439289	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				10					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2021-06-19	10:24:00	obsr323265	S90625825	Traveling	P22	EBIRD	213	20.655		2	1	G6917705	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1180982390	2021-06-15 08:26:08.331717	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2021-06-12	07:11:00	obsr1679470	S90055280	Traveling	P22	EBIRD	332	17.220		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1173366159	2021-06-01 21:17:29.465284	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				3					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Tallulah River Rd. (Towns Co.)	L5938615	H	34.9551111	-83.5521412	2021-06-01	10:49:00	obsr122864	S89456420	Traveling	P22	EBIRD	420	16.093		2	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS1175332185	2021-06-04 13:46:36.171518	27753	species	avibase-8E1D9327	Wood Thrush	Hylocichla mustelina				2					United States	US	Georgia	US-GA	Towns	US-GA-281	US-GA_3094	28			Ivy Log Gap Rd. (Towns Co.)	L872510	H	34.9329840	-83.8966656	2021-06-04	07:31:00	obsr1565745	S89601753	Traveling	P22	EBIRD	385	12.875		1	1		0	1	0				
